Completed 674 games, 861 rewards, 189120 frames, score 0, max score 4
Completed 675 games, 863 rewards, 189488 frames, score 1, max score 4
Completed 676 games, 864 rewards, 189696 frames, score 0, max score 4
Completed 677 games, 865 rewards, 189877 frames, score 0, max score 4
Completed 678 games, 866 rewards, 190058 frames, score 0, max score 4
Completed 679 games, 867 rewards, 190266 frames, score 0, max score 4
Completed 680 games, 868 rewards, 190474 frames, score 0, max score 4
Completed 681 games, 869 rewards, 190682 frames, score 0, max score 4
Completed 682 games, 870 rewards, 190936 frames, score 0, max score 4
Completed 683 games, 871 rewards, 191144 frames, score 0, max score 4
Completed 684 games, 872 rewards, 191398 frames, score 0, max score 4
Completed 685 games, 873 rewards, 191652 frames, score 0, max score 4
Completed 686 games, 874 rewards, 191833 frames, score 0, max score 4
Completed 687 games, 875 rewards, 192041 frames, score 0, max score 4
Completed 688 games, 876 rewards, 192222 frames, score 0, max score 4
Completed 689 games, 877 rewards, 192430 frames, score 0, max score 4
Completed 690 games, 878 rewards, 192611 frames, score 0, max score 4
Completed 691 games, 879 rewards, 192819 frames, score 0, max score 4
Completed 692 games, 880 rewards, 193027 frames, score 0, max score 4
Completed 693 games, 881 rewards, 193281 frames, score 0, max score 4
Completed 694 games, 882 rewards, 193535 frames, score 0, max score 4
Completed 695 games, 883 rewards, 193743 frames, score 0, max score 4
Completed 696 games, 885 rewards, 194084 frames, score 1, max score 4
Completed 697 games, 886 rewards, 194338 frames, score 0, max score 4
Completed 698 games, 887 rewards, 194546 frames, score 0, max score 4
Completed 699 games, 888 rewards, 194800 frames, score 0, max score 4
Completed 700 games, 891 rewards, 195611 frames, score 2, max score 4
Completed 701 games, 892 rewards, 195819 frames, score 0, max score 4
Completed 702 games, 893 rewards, 196073 frames, score 0, max score 4
Completed 703 games, 894 rewards, 196254 frames, score 0, max score 4
Completed 704 games, 895 rewards, 196435 frames, score 0, max score 4
Completed 705 games, 897 rewards, 196841 frames, score 1, max score 4
Completed 706 games, 899 rewards, 197329 frames, score 1, max score 4
Completed 707 games, 900 rewards, 197583 frames, score 0, max score 4
Completed 708 games, 901 rewards, 197764 frames, score 0, max score 4
Completed 709 games, 903 rewards, 198683 frames, score 1, max score 4
Completed 710 games, 906 rewards, 199409 frames, score 2, max score 4
Completed 711 games, 908 rewards, 199792 frames, score 1, max score 4
Completed 712 games, 909 rewards, 199973 frames, score 0, max score 4
Completed 713 games, 910 rewards, 200154 frames, score 0, max score 4
Completed 714 games, 911 rewards, 200335 frames, score 0, max score 4
Completed 715 games, 912 rewards, 200589 frames, score 0, max score 4
Completed 716 games, 913 rewards, 200770 frames, score 0, max score 4
Completed 717 games, 914 rewards, 200978 frames, score 0, max score 4
Completed 718 games, 915 rewards, 201159 frames, score 0, max score 4
Completed 719 games, 916 rewards, 201413 frames, score 0, max score 4
Completed 720 games, 920 rewards, 202450 frames, score 3, max score 4
Completed 721 games, 921 rewards, 202658 frames, score 0, max score 4
Completed 722 games, 923 rewards, 203118 frames, score 1, max score 4
Completed 723 games, 925 rewards, 203459 frames, score 1, max score 4
Completed 724 games, 927 rewards, 203865 frames, score 1, max score 4
Completed 725 games, 928 rewards, 204119 frames, score 0, max score 4
Completed 726 games, 929 rewards, 204327 frames, score 0, max score 4
Completed 727 games, 931 rewards, 204989 frames, score 1, max score 4
Completed 728 games, 937 rewards, 205956 frames, score 5, max score 5
Completed 729 games, 938 rewards, 206137 frames, score 0, max score 5
Completed 730 games, 939 rewards, 206318 frames, score 0, max score 5
Completed 731 games, 940 rewards, 206572 frames, score 0, max score 5
Completed 732 games, 941 rewards, 206826 frames, score 0, max score 5
Completed 733 games, 942 rewards, 207007 frames, score 0, max score 5
Completed 734 games, 943 rewards, 207188 frames, score 0, max score 5
Completed 735 games, 944 rewards, 207442 frames, score 0, max score 5
Completed 736 games, 945 rewards, 207696 frames, score 0, max score 5
Completed 737 games, 946 rewards, 207877 frames, score 0, max score 5
Completed 738 games, 947 rewards, 208085 frames, score 0, max score 5
Completed 739 games, 948 rewards, 208293 frames, score 0, max score 5
Completed 740 games, 949 rewards, 208474 frames, score 0, max score 5
Completed 741 games, 950 rewards, 208655 frames, score 0, max score 5
Completed 742 games, 951 rewards, 208863 frames, score 0, max score 5
Completed 743 games, 952 rewards, 209071 frames, score 0, max score 5
Completed 744 games, 953 rewards, 209279 frames, score 0, max score 5
Completed 745 games, 954 rewards, 209533 frames, score 0, max score 5
Completed 746 games, 956 rewards, 209920 frames, score 1, max score 5
Completed 747 games, 957 rewards, 210101 frames, score 0, max score 5
Completed 748 games, 958 rewards, 210355 frames, score 0, max score 5
Completed 749 games, 959 rewards, 210536 frames, score 0, max score 5
Completed 750 games, 960 rewards, 210790 frames, score 0, max score 5
Completed 751 games, 961 rewards, 210998 frames, score 0, max score 5
Completed 752 games, 962 rewards, 211206 frames, score 0, max score 5
Completed 753 games, 965 rewards, 211798 frames, score 2, max score 5
Completed 754 games, 966 rewards, 211979 frames, score 0, max score 5
Completed 755 games, 967 rewards, 212187 frames, score 0, max score 5
Completed 756 games, 969 rewards, 212615 frames, score 1, max score 5
Completed 757 games, 971 rewards, 213021 frames, score 1, max score 5
Completed 758 games, 972 rewards, 213275 frames, score 0, max score 5
Completed 759 games, 973 rewards, 213456 frames, score 0, max score 5
Completed 760 games, 974 rewards, 213637 frames, score 0, max score 5
Completed 761 games, 975 rewards, 213845 frames, score 0, max score 5
Completed 762 games, 976 rewards, 214053 frames, score 0, max score 5
Completed 763 games, 977 rewards, 214261 frames, score 0, max score 5
Completed 764 games, 978 rewards, 214469 frames, score 0, max score 5
Completed 765 games, 979 rewards, 214650 frames, score 0, max score 5
Completed 766 games, 980 rewards, 214904 frames, score 0, max score 5
Completed 767 games, 981 rewards, 215158 frames, score 0, max score 5
Completed 768 games, 982 rewards, 215366 frames, score 0, max score 5
Completed 769 games, 984 rewards, 215753 frames, score 1, max score 5
Completed 770 games, 985 rewards, 215961 frames, score 0, max score 5
Completed 771 games, 987 rewards, 216348 frames, score 1, max score 5
Completed 772 games, 988 rewards, 216602 frames, score 0, max score 5
Completed 773 games, 989 rewards, 216856 frames, score 0, max score 5
Completed 774 games, 990 rewards, 217110 frames, score 0, max score 5
Completed 775 games, 991 rewards, 217318 frames, score 0, max score 5
Completed 776 games, 993 rewards, 217659 frames, score 1, max score 5
Completed 777 games, 994 rewards, 217867 frames, score 0, max score 5
Completed 778 games, 996 rewards, 218418 frames, score 1, max score 5
Completed 779 games, 997 rewards, 218672 frames, score 0, max score 5
Completed 780 games, 998 rewards, 218880 frames, score 0, max score 5
Completed 781 games, 1000 rewards, 219340 frames, score 1, max score 5
Completed 782 games, 1001 rewards, 219548 frames, score 0, max score 5
Completed 783 games, 1003 rewards, 219915 frames, score 1, max score 5
Completed 784 games, 1004 rewards, 220123 frames, score 0, max score 5
Completed 785 games, 1006 rewards, 220586 frames, score 1, max score 5
Completed 786 games, 1008 rewards, 221188 frames, score 1, max score 5
Completed 787 games, 1009 rewards, 221396 frames, score 0, max score 5
Completed 788 games, 1010 rewards, 221604 frames, score 0, max score 5
Completed 789 games, 1011 rewards, 221858 frames, score 0, max score 5
Completed 790 games, 1013 rewards, 222321 frames, score 1, max score 5
Completed 791 games, 1014 rewards, 222575 frames, score 0, max score 5
Completed 792 games, 1015 rewards, 222756 frames, score 0, max score 5
Completed 793 games, 1016 rewards, 222964 frames, score 0, max score 5
Completed 794 games, 1017 rewards, 223172 frames, score 0, max score 5
Completed 795 games, 1018 rewards, 223353 frames, score 0, max score 5
Completed 796 games, 1020 rewards, 223787 frames, score 1, max score 5
Completed 797 games, 1021 rewards, 223995 frames, score 0, max score 5
Completed 798 games, 1022 rewards, 224249 frames, score 0, max score 5
Completed 799 games, 1024 rewards, 224761 frames, score 1, max score 5
Completed 800 games, 1025 rewards, 225015 frames, score 0, max score 5
Completed 801 games, 1027 rewards, 225420 frames, score 1, max score 5
Completed 802 games, 1029 rewards, 225826 frames, score 1, max score 5
Completed 803 games, 1030 rewards, 226034 frames, score 0, max score 5
Completed 804 games, 1031 rewards, 226215 frames, score 0, max score 5
Completed 805 games, 1032 rewards, 226423 frames, score 0, max score 5
Completed 806 games, 1033 rewards, 226677 frames, score 0, max score 5
Completed 807 games, 1034 rewards, 226885 frames, score 0, max score 5
Completed 808 games, 1035 rewards, 227139 frames, score 0, max score 5
Completed 809 games, 1036 rewards, 227347 frames, score 0, max score 5
Completed 810 games, 1037 rewards, 227601 frames, score 0, max score 5
Completed 811 games, 1038 rewards, 227855 frames, score 0, max score 5
Completed 812 games, 1039 rewards, 228036 frames, score 0, max score 5
Completed 813 games, 1040 rewards, 228290 frames, score 0, max score 5
Completed 814 games, 1041 rewards, 228498 frames, score 0, max score 5
Completed 815 games, 1042 rewards, 228679 frames, score 0, max score 5
Completed 816 games, 1043 rewards, 228887 frames, score 0, max score 5
Completed 817 games, 1044 rewards, 229068 frames, score 0, max score 5
Completed 818 games, 1046 rewards, 229436 frames, score 1, max score 5
Completed 819 games, 1047 rewards, 229644 frames, score 0, max score 5
Completed 820 games, 1048 rewards, 229852 frames, score 0, max score 5
Completed 821 games, 1050 rewards, 230315 frames, score 1, max score 5
Completed 822 games, 1051 rewards, 230523 frames, score 0, max score 5
Completed 823 games, 1052 rewards, 230777 frames, score 0, max score 5
Completed 824 games, 1053 rewards, 230985 frames, score 0, max score 5
Completed 825 games, 1054 rewards, 231239 frames, score 0, max score 5
Completed 826 games, 1055 rewards, 231447 frames, score 0, max score 5
Completed 827 games, 1056 rewards, 231701 frames, score 0, max score 5
Completed 828 games, 1057 rewards, 231882 frames, score 0, max score 5
Completed 829 games, 1058 rewards, 232090 frames, score 0, max score 5
Completed 830 games, 1059 rewards, 232344 frames, score 0, max score 5
Completed 831 games, 1060 rewards, 232552 frames, score 0, max score 5
Completed 832 games, 1062 rewards, 233049 frames, score 1, max score 5
Completed 833 games, 1064 rewards, 233390 frames, score 1, max score 5
Completed 834 games, 1065 rewards, 233598 frames, score 0, max score 5
Completed 835 games, 1066 rewards, 233806 frames, score 0, max score 5
Completed 836 games, 1067 rewards, 234014 frames, score 0, max score 5
Completed 837 games, 1069 rewards, 234397 frames, score 1, max score 5
Completed 838 games, 1070 rewards, 234578 frames, score 0, max score 5
Completed 839 games, 1071 rewards, 234759 frames, score 0, max score 5
Completed 840 games, 1072 rewards, 234967 frames, score 0, max score 5
Completed 841 games, 1073 rewards, 235148 frames, score 0, max score 5
Completed 842 games, 1074 rewards, 235329 frames, score 0, max score 5
Completed 843 games, 1075 rewards, 235510 frames, score 0, max score 5
Completed 844 games, 1076 rewards, 235718 frames, score 0, max score 5
Completed 845 games, 1078 rewards, 236269 frames, score 1, max score 5
Completed 846 games, 1079 rewards, 236450 frames, score 0, max score 5
Completed 847 games, 1080 rewards, 236631 frames, score 0, max score 5
Completed 848 games, 1081 rewards, 236885 frames, score 0, max score 5
Completed 849 games, 1082 rewards, 237093 frames, score 0, max score 5
Completed 850 games, 1083 rewards, 237301 frames, score 0, max score 5
Completed 851 games, 1084 rewards, 237509 frames, score 0, max score 5
Completed 852 games, 1085 rewards, 237690 frames, score 0, max score 5
Completed 853 games, 1087 rewards, 238088 frames, score 1, max score 5
Completed 854 games, 1088 rewards, 238296 frames, score 0, max score 5
Completed 855 games, 1089 rewards, 238504 frames, score 0, max score 5
Completed 856 games, 1090 rewards, 238758 frames, score 0, max score 5
Completed 857 games, 1091 rewards, 239012 frames, score 0, max score 5
Completed 858 games, 1093 rewards, 239418 frames, score 1, max score 5
Completed 859 games, 1094 rewards, 239599 frames, score 0, max score 5
Completed 860 games, 1095 rewards, 239853 frames, score 0, max score 5
Completed 861 games, 1098 rewards, 240788 frames, score 2, max score 5
Completed 862 games, 1099 rewards, 241042 frames, score 0, max score 5
Completed 863 games, 1100 rewards, 241296 frames, score 0, max score 5
Completed 864 games, 1101 rewards, 241550 frames, score 0, max score 5
Completed 865 games, 1103 rewards, 241987 frames, score 1, max score 5
Completed 866 games, 1104 rewards, 242168 frames, score 0, max score 5
Completed 867 games, 1105 rewards, 242422 frames, score 0, max score 5
Completed 868 games, 1106 rewards, 242676 frames, score 0, max score 5
Completed 869 games, 1108 rewards, 243059 frames, score 1, max score 5
Completed 870 games, 1109 rewards, 243313 frames, score 0, max score 5
Completed 871 games, 1110 rewards, 243494 frames, score 0, max score 5
Completed 872 games, 1111 rewards, 243748 frames, score 0, max score 5
Completed 873 games, 1112 rewards, 244002 frames, score 0, max score 5
Completed 874 games, 1113 rewards, 244210 frames, score 0, max score 5
Completed 875 games, 1114 rewards, 244391 frames, score 0, max score 5
Completed 876 games, 1115 rewards, 244645 frames, score 0, max score 5
Completed 877 games, 1118 rewards, 245288 frames, score 2, max score 5
Completed 878 games, 1119 rewards, 245542 frames, score 0, max score 5
Completed 879 games, 1120 rewards, 245750 frames, score 0, max score 5
Completed 880 games, 1121 rewards, 245958 frames, score 0, max score 5
Completed 881 games, 1122 rewards, 246139 frames, score 0, max score 5
Completed 882 games, 1123 rewards, 246347 frames, score 0, max score 5
Completed 883 games, 1124 rewards, 246528 frames, score 0, max score 5
Completed 884 games, 1125 rewards, 246782 frames, score 0, max score 5
Completed 885 games, 1126 rewards, 246963 frames, score 0, max score 5
Completed 886 games, 1127 rewards, 247144 frames, score 0, max score 5
Completed 887 games, 1128 rewards, 247398 frames, score 0, max score 5
Completed 888 games, 1130 rewards, 247769 frames, score 1, max score 5
Completed 889 games, 1131 rewards, 248023 frames, score 0, max score 5
Completed 890 games, 1132 rewards, 248204 frames, score 0, max score 5
Completed 891 games, 1133 rewards, 248458 frames, score 0, max score 5
Completed 892 games, 1134 rewards, 248712 frames, score 0, max score 5
Completed 893 games, 1135 rewards, 248920 frames, score 0, max score 5
Completed 894 games, 1136 rewards, 249174 frames, score 0, max score 5
Completed 895 games, 1137 rewards, 249428 frames, score 0, max score 5
Completed 896 games, 1138 rewards, 249682 frames, score 0, max score 5
Completed 897 games, 1139 rewards, 249936 frames, score 0, max score 5
Completed 898 games, 1140 rewards, 250144 frames, score 0, max score 5
Completed 899 games, 1141 rewards, 250352 frames, score 0, max score 5
Completed 900 games, 1142 rewards, 250533 frames, score 0, max score 5
Completed 901 games, 1144 rewards, 250996 frames, score 1, max score 5
Completed 902 games, 1145 rewards, 251177 frames, score 0, max score 5
Completed 903 games, 1146 rewards, 251385 frames, score 0, max score 5
Completed 904 games, 1147 rewards, 251593 frames, score 0, max score 5
Completed 905 games, 1149 rewards, 251991 frames, score 1, max score 5
Completed 906 games, 1151 rewards, 252542 frames, score 1, max score 5
Completed 907 games, 1155 rewards, 253813 frames, score 3, max score 5
Completed 908 games, 1157 rewards, 254227 frames, score 1, max score 5
Completed 909 games, 1158 rewards, 254481 frames, score 0, max score 5
Completed 910 games, 1159 rewards, 254662 frames, score 0, max score 5
Completed 911 games, 1160 rewards, 254916 frames, score 0, max score 5
Completed 912 games, 1161 rewards, 255124 frames, score 0, max score 5
Completed 913 games, 1162 rewards, 255332 frames, score 0, max score 5
Completed 914 games, 1164 rewards, 255730 frames, score 1, max score 5
Completed 915 games, 1165 rewards, 255984 frames, score 0, max score 5
Completed 916 games, 1166 rewards, 256165 frames, score 0, max score 5
Completed 917 games, 1167 rewards, 256419 frames, score 0, max score 5
Completed 918 games, 1169 rewards, 256916 frames, score 1, max score 5
Completed 919 games, 1170 rewards, 257170 frames, score 0, max score 5
Completed 920 games, 1171 rewards, 257378 frames, score 0, max score 5
Completed 921 games, 1172 rewards, 257586 frames, score 0, max score 5
Completed 922 games, 1173 rewards, 257767 frames, score 0, max score 5
Completed 923 games, 1174 rewards, 257948 frames, score 0, max score 5
Completed 924 games, 1175 rewards, 258156 frames, score 0, max score 5
Completed 925 games, 1176 rewards, 258337 frames, score 0, max score 5
Completed 926 games, 1178 rewards, 258797 frames, score 1, max score 5
Completed 927 games, 1179 rewards, 259051 frames, score 0, max score 5
Completed 928 games, 1180 rewards, 259259 frames, score 0, max score 5
Completed 929 games, 1182 rewards, 259687 frames, score 1, max score 5
Completed 930 games, 1183 rewards, 259895 frames, score 0, max score 5
Completed 931 games, 1184 rewards, 260076 frames, score 0, max score 5
Completed 932 games, 1185 rewards, 260284 frames, score 0, max score 5
Completed 933 games, 1186 rewards, 260538 frames, score 0, max score 5
Completed 934 games, 1187 rewards, 260719 frames, score 0, max score 5
Completed 935 games, 1188 rewards, 260900 frames, score 0, max score 5
Completed 936 games, 1189 rewards, 261108 frames, score 0, max score 5
Completed 937 games, 1190 rewards, 261362 frames, score 0, max score 5
Completed 938 games, 1191 rewards, 261616 frames, score 0, max score 5
Completed 939 games, 1192 rewards, 261870 frames, score 0, max score 5
Completed 940 games, 1193 rewards, 262124 frames, score 0, max score 5
Completed 941 games, 1199 rewards, 265105 frames, score 5, max score 5
Completed 942 games, 1201 rewards, 265473 frames, score 1, max score 5
Completed 943 games, 1202 rewards, 265727 frames, score 0, max score 5
Completed 944 games, 1203 rewards, 265935 frames, score 0, max score 5
Completed 945 games, 1206 rewards, 266560 frames, score 2, max score 5
Completed 946 games, 1207 rewards, 266741 frames, score 0, max score 5
Completed 947 games, 1209 rewards, 267112 frames, score 1, max score 5
Completed 948 games, 1210 rewards, 267293 frames, score 0, max score 5
Completed 949 games, 1211 rewards, 267501 frames, score 0, max score 5
Completed 950 games, 1212 rewards, 267755 frames, score 0, max score 5
Completed 951 games, 1213 rewards, 268009 frames, score 0, max score 5
Completed 952 games, 1214 rewards, 268263 frames, score 0, max score 5
Completed 953 games, 1215 rewards, 268517 frames, score 0, max score 5
Completed 954 games, 1216 rewards, 268725 frames, score 0, max score 5
Completed 955 games, 1217 rewards, 268906 frames, score 0, max score 5
Completed 956 games, 1219 rewards, 269312 frames, score 1, max score 5
Completed 957 games, 1220 rewards, 269520 frames, score 0, max score 5
Completed 958 games, 1221 rewards, 269774 frames, score 0, max score 5
Completed 959 games, 1222 rewards, 269955 frames, score 0, max score 5
Completed 960 games, 1223 rewards, 270209 frames, score 0, max score 5
Completed 961 games, 1224 rewards, 270417 frames, score 0, max score 5
Completed 962 games, 1225 rewards, 270625 frames, score 0, max score 5
Completed 963 games, 1228 rewards, 271172 frames, score 2, max score 5
Completed 964 games, 1229 rewards, 271426 frames, score 0, max score 5
Completed 965 games, 1232 rewards, 272481 frames, score 2, max score 5
Completed 966 games, 1234 rewards, 273143 frames, score 1, max score 5
Completed 967 games, 1235 rewards, 273351 frames, score 0, max score 5
Completed 968 games, 1237 rewards, 273848 frames, score 1, max score 5
Completed 969 games, 1238 rewards, 274102 frames, score 0, max score 5
Completed 970 games, 1239 rewards, 274310 frames, score 0, max score 5
Completed 971 games, 1241 rewards, 274807 frames, score 1, max score 5
Completed 972 games, 1242 rewards, 274988 frames, score 0, max score 5
Completed 973 games, 1243 rewards, 275196 frames, score 0, max score 5
Completed 974 games, 1245 rewards, 275798 frames, score 1, max score 5
Completed 975 games, 1246 rewards, 275979 frames, score 0, max score 5
Completed 976 games, 1247 rewards, 276233 frames, score 0, max score 5
Completed 977 games, 1248 rewards, 276487 frames, score 0, max score 5
Completed 978 games, 1249 rewards, 276741 frames, score 0, max score 5
Completed 979 games, 1250 rewards, 276949 frames, score 0, max score 5
Completed 980 games, 1253 rewards, 278405 frames, score 2, max score 5
Completed 981 games, 1254 rewards, 278659 frames, score 0, max score 5
Completed 982 games, 1257 rewards, 279627 frames, score 2, max score 5
Completed 983 games, 1259 rewards, 280064 frames, score 1, max score 5
Completed 984 games, 1260 rewards, 280245 frames, score 0, max score 5
Completed 985 games, 1261 rewards, 280453 frames, score 0, max score 5
Completed 986 games, 1262 rewards, 280707 frames, score 0, max score 5
Completed 987 games, 1263 rewards, 280961 frames, score 0, max score 5
Completed 988 games, 1265 rewards, 281328 frames, score 1, max score 5
Completed 989 games, 1266 rewards, 281509 frames, score 0, max score 5
Completed 990 games, 1268 rewards, 282060 frames, score 1, max score 5
Completed 991 games, 1269 rewards, 282268 frames, score 0, max score 5
Completed 992 games, 1270 rewards, 282522 frames, score 0, max score 5
Completed 993 games, 1271 rewards, 282730 frames, score 0, max score 5
Completed 994 games, 1272 rewards, 282984 frames, score 0, max score 5
Completed 995 games, 1273 rewards, 283238 frames, score 0, max score 5
Completed 996 games, 1274 rewards, 283492 frames, score 0, max score 5
Completed 997 games, 1275 rewards, 283700 frames, score 0, max score 5
Completed 998 games, 1276 rewards, 283954 frames, score 0, max score 5
Completed 999 games, 1277 rewards, 284208 frames, score 0, max score 5
Completed 1000 games, 1278 rewards, 284462 frames, score 0, max score 5
Completed 1001 games, 1279 rewards, 284670 frames, score 0, max score 5
Completed 1002 games, 1280 rewards, 284851 frames, score 0, max score 5
Completed 1003 games, 1282 rewards, 285265 frames, score 1, max score 5
Completed 1004 games, 1286 rewards, 285999 frames, score 3, max score 5
Completed 1005 games, 1288 rewards, 286404 frames, score 1, max score 5
Completed 1006 games, 1289 rewards, 286585 frames, score 0, max score 5
Completed 1007 games, 1290 rewards, 286839 frames, score 0, max score 5
Completed 1008 games, 1291 rewards, 287047 frames, score 0, max score 5
Completed 1009 games, 1294 rewards, 287871 frames, score 2, max score 5
Completed 1010 games, 1295 rewards, 288125 frames, score 0, max score 5
Completed 1011 games, 1296 rewards, 288306 frames, score 0, max score 5
Completed 1012 games, 1297 rewards, 288560 frames, score 0, max score 5
Completed 1013 games, 1298 rewards, 288741 frames, score 0, max score 5
Completed 1014 games, 1301 rewards, 289254 frames, score 2, max score 5
Completed 1015 games, 1302 rewards, 289462 frames, score 0, max score 5
Completed 1016 games, 1303 rewards, 289716 frames, score 0, max score 5
Completed 1017 games, 1305 rewards, 290122 frames, score 1, max score 5
Completed 1018 games, 1307 rewards, 290673 frames, score 1, max score 5
Completed 1019 games, 1309 rewards, 291110 frames, score 1, max score 5
Completed 1020 games, 1310 rewards, 291318 frames, score 0, max score 5
Completed 1021 games, 1311 rewards, 291499 frames, score 0, max score 5
Completed 1022 games, 1312 rewards, 291753 frames, score 0, max score 5
Completed 1023 games, 1313 rewards, 291961 frames, score 0, max score 5
Completed 1024 games, 1314 rewards, 292169 frames, score 0, max score 5
Completed 1025 games, 1315 rewards, 292377 frames, score 0, max score 5
Completed 1026 games, 1318 rewards, 293389 frames, score 2, max score 5
Completed 1027 games, 1319 rewards, 293643 frames, score 0, max score 5
Completed 1028 games, 1320 rewards, 293851 frames, score 0, max score 5
Completed 1029 games, 1322 rewards, 294257 frames, score 1, max score 5
Completed 1030 games, 1323 rewards, 294438 frames, score 0, max score 5
Completed 1031 games, 1324 rewards, 294692 frames, score 0, max score 5
Completed 1032 games, 1326 rewards, 295060 frames, score 1, max score 5
Completed 1033 games, 1327 rewards, 295241 frames, score 0, max score 5
Completed 1034 games, 1328 rewards, 295449 frames, score 0, max score 5
Completed 1035 games, 1330 rewards, 295854 frames, score 1, max score 5
Completed 1036 games, 1331 rewards, 296108 frames, score 0, max score 5
Completed 1037 games, 1333 rewards, 296698 frames, score 1, max score 5
Completed 1038 games, 1334 rewards, 296879 frames, score 0, max score 5
Completed 1039 games, 1335 rewards, 297087 frames, score 0, max score 5
Completed 1040 games, 1336 rewards, 297341 frames, score 0, max score 5
Completed 1041 games, 1337 rewards, 297522 frames, score 0, max score 5
Completed 1042 games, 1338 rewards, 297776 frames, score 0, max score 5
Completed 1043 games, 1339 rewards, 298030 frames, score 0, max score 5
Completed 1044 games, 1340 rewards, 298238 frames, score 0, max score 5
Completed 1045 games, 1341 rewards, 298419 frames, score 0, max score 5
Completed 1046 games, 1342 rewards, 298673 frames, score 0, max score 5
Completed 1047 games, 1343 rewards, 298927 frames, score 0, max score 5
Completed 1048 games, 1344 rewards, 299108 frames, score 0, max score 5
Completed 1049 games, 1346 rewards, 299545 frames, score 1, max score 5
Completed 1050 games, 1347 rewards, 299753 frames, score 0, max score 5
Completed 1051 games, 1348 rewards, 299961 frames, score 0, max score 5
Completed 1052 games, 1349 rewards, 300215 frames, score 0, max score 5
Completed 1053 games, 1350 rewards, 300469 frames, score 0, max score 5
Completed 1054 games, 1351 rewards, 300650 frames, score 0, max score 5
Completed 1055 games, 1352 rewards, 300904 frames, score 0, max score 5
Completed 1056 games, 1353 rewards, 301112 frames, score 0, max score 5
Completed 1057 games, 1354 rewards, 301293 frames, score 0, max score 5
Completed 1058 games, 1355 rewards, 301474 frames, score 0, max score 5
Completed 1059 games, 1356 rewards, 301682 frames, score 0, max score 5
Completed 1060 games, 1357 rewards, 301936 frames, score 0, max score 5
Completed 1061 games, 1358 rewards, 302144 frames, score 0, max score 5
Completed 1062 games, 1359 rewards, 302352 frames, score 0, max score 5
Completed 1063 games, 1361 rewards, 302812 frames, score 1, max score 5
Completed 1064 games, 1362 rewards, 303020 frames, score 0, max score 5
Completed 1065 games, 1363 rewards, 303228 frames, score 0, max score 5
Completed 1066 games, 1364 rewards, 303482 frames, score 0, max score 5
Completed 1067 games, 1365 rewards, 303690 frames, score 0, max score 5
Completed 1068 games, 1366 rewards, 303871 frames, score 0, max score 5
Completed 1069 games, 1368 rewards, 304405 frames, score 1, max score 5
Completed 1070 games, 1370 rewards, 304803 frames, score 1, max score 5
Completed 1071 games, 1371 rewards, 304984 frames, score 0, max score 5
Completed 1072 games, 1372 rewards, 305192 frames, score 0, max score 5
Completed 1073 games, 1373 rewards, 305400 frames, score 0, max score 5
Completed 1074 games, 1375 rewards, 305912 frames, score 1, max score 5
Completed 1075 games, 1376 rewards, 306166 frames, score 0, max score 5
Completed 1076 games, 1377 rewards, 306347 frames, score 0, max score 5
Completed 1077 games, 1378 rewards, 306601 frames, score 0, max score 5
Completed 1078 games, 1379 rewards, 306782 frames, score 0, max score 5
Completed 1079 games, 1380 rewards, 306990 frames, score 0, max score 5
Completed 1080 games, 1382 rewards, 307652 frames, score 1, max score 5
Completed 1081 games, 1383 rewards, 307906 frames, score 0, max score 5
Completed 1082 games, 1384 rewards, 308114 frames, score 0, max score 5
Completed 1083 games, 1385 rewards, 308295 frames, score 0, max score 5
Completed 1084 games, 1386 rewards, 308549 frames, score 0, max score 5
Completed 1085 games, 1387 rewards, 308803 frames, score 0, max score 5
Completed 1086 games, 1388 rewards, 309011 frames, score 0, max score 5
Completed 1087 games, 1392 rewards, 309629 frames, score 3, max score 5
Completed 1088 games, 1393 rewards, 309837 frames, score 0, max score 5
Completed 1089 games, 1395 rewards, 310297 frames, score 1, max score 5
Completed 1090 games, 1397 rewards, 310887 frames, score 1, max score 5
Completed 1091 games, 1398 rewards, 311068 frames, score 0, max score 5
Completed 1092 games, 1399 rewards, 311322 frames, score 0, max score 5
Completed 1093 games, 1400 rewards, 311530 frames, score 0, max score 5
Completed 1094 games, 1401 rewards, 311738 frames, score 0, max score 5
Completed 1095 games, 1402 rewards, 311992 frames, score 0, max score 5
Completed 1096 games, 1404 rewards, 312359 frames, score 1, max score 5
Completed 1097 games, 1406 rewards, 312700 frames, score 1, max score 5
Completed 1098 games, 1409 rewards, 313333 frames, score 2, max score 5
Completed 1099 games, 1410 rewards, 313514 frames, score 0, max score 5
Completed 1100 games, 1412 rewards, 313928 frames, score 1, max score 5
Completed 1101 games, 1413 rewards, 314136 frames, score 0, max score 5
Completed 1102 games, 1414 rewards, 314390 frames, score 0, max score 5
Completed 1103 games, 1415 rewards, 314571 frames, score 0, max score 5
Completed 1104 games, 1417 rewards, 314969 frames, score 1, max score 5
Completed 1105 games, 1418 rewards, 315177 frames, score 0, max score 5
Completed 1106 games, 1419 rewards, 315431 frames, score 0, max score 5
Completed 1107 games, 1421 rewards, 315837 frames, score 1, max score 5
Completed 1108 games, 1422 rewards, 316091 frames, score 0, max score 5
Completed 1109 games, 1423 rewards, 316299 frames, score 0, max score 5
Completed 1110 games, 1424 rewards, 316480 frames, score 0, max score 5
